session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
SID_01819,457,TCP,2,949.0191577128004,DES,0.5108906008591716,3,Firefox,0,1
SID_01820,302,TCP,3,508.78710906187007,AES,0.19477449665950913,0,Firefox,0,0
SID_01821,473,UDP,3,140.76557090654416,None,0.2892426425426551,1,Firefox,0,1
SID_01822,515,TCP,3,395.25497584251957,None,0.06275376113194443,2,Chrome,0,0
SID_01823,455,TCP,5,1237.7156248853805,AES,0.21061141235766093,2,Chrome,0,0
SID_01824,369,UDP,3,213.17238196579615,AES,0.20708295979040256,0,Edge,1,0
SID_01825,533,TCP,4,996.8545262426474,AES,0.6029917334860156,2,Safari,0,1
SID_01826,588,ICMP,4,227.3182114550966,DES,0.23067590918756783,3,Chrome,0,1
SID_01827,281,TCP,7,498.20223804285763,AES,0.6471679469397498,1,Edge,0,1
SID_01828,782,TCP,4,71.4427688454033,DES,0.5136310387407882,0,Chrome,0,0
SID_01829,480,TCP,1,485.5733250552237,AES,0.3613852715360504,3,Chrome,1,1
SID_01830,503,UDP,5,758.8498094659672,AES,0.24825541809581372,1,Firefox,0,0
SID_01831,641,TCP,5,662.8401062839341,AES,0.5654836404701836,2,Firefox,1,0
SID_01832,546,UDP,3,417.3293167693993,None,0.39979061479775435,2,Safari,0,0
SID_01833,690,TCP,5,369.24150978451564,AES,0.1942620374128476,1,Safari,0,0
SID_01834,557,TCP,5,257.70702860014165,None,0.6550357869264267,1,Chrome,0,1
SID_01835,377,TCP,5,1165.7308472995614,None,0.38437641107960574,2,Chrome,0,0
SID_01836,572,TCP,4,1220.9532496211245,AES,0.42556953536857106,2,Edge,0,0
SID_01837,271,TCP,2,527.8125551733136,AES,0.5847855312273254,0,Chrome,0,0
SID_01838,521,UDP,1,385.7409916827565,None,0.27737740850191156,1,Firefox,1,0
SID_01839,493,TCP,1,811.614669648662,DES,0.29864799618525517,3,Firefox,0,1
SID_01840,458,TCP,5,652.6719792722398,AES,0.3817241039120456,2,Edge,0,0
SID_01841,474,TCP,2,880.3041998558356,None,0.38835448175804277,0,Chrome,0,0
SID_01842,123,UDP,1,292.2445595462446,AES,0.14626796879376736,1,Edge,0,0
SID_01843,390,ICMP,3,1242.255383796165,AES,0.0993737015442877,0,Chrome,0,0
SID_01844,518,UDP,3,304.7071457935103,AES,0.3620052151300043,1,Chrome,0,0
SID_01845,531,ICMP,4,434.0226714129956,DES,0.4659930014907216,2,Safari,0,0
SID_01846,294,UDP,6,113.6405576102312,AES,0.20610717780337673,0,Chrome,0,0
SID_01847,753,ICMP,8,1546.857468886937,None,0.4261850707576346,1,Chrome,0,1
SID_01848,326,UDP,3,826.8750355235761,AES,0.4295180729973811,1,Chrome,0,0
SID_01849,693,TCP,5,214.6038046597973,AES,0.48967923711458133,1,Edge,0,0
SID_01850,585,TCP,4,1526.9118205061825,None,0.4932528575079192,0,Edge,0,0
SID_01851,370,TCP,6,976.0628006708238,None,0.2276427985038474,1,Chrome,1,0
SID_01852,855,TCP,7,466.9755258588081,AES,0.38477244787743303,0,Chrome,0,1
SID_01853,261,TCP,9,3671.6604368480075,DES,0.19474838661980803,1,Chrome,0,1
SID_01854,683,TCP,2,329.0373631598965,DES,0.33263001873804404,1,Edge,0,0
SID_01855,700,UDP,4,83.88812756242851,DES,0.06810599309166353,2,Chrome,0,0
SID_01856,365,TCP,5,1057.7819060596294,DES,0.14375839373073518,2,Chrome,0,0
SID_01857,778,UDP,1,1131.9165326325772,None,0.5394611835443656,0,Firefox,0,0
SID_01858,449,UDP,4,48.62004663536239,None,0.6783013361630916,3,Chrome,0,1
SID_01859,557,ICMP,6,1369.2612192201411,None,0.4756414362353101,2,Chrome,0,0
SID_01860,552,UDP,2,1196.678529942722,AES,0.2655487014913278,0,Firefox,0,0
SID_01861,473,UDP,3,2122.8083844621656,AES,0.10200695290623658,1,Chrome,0,0
SID_01862,662,TCP,3,100.94880383370734,AES,0.41060275407532426,1,Edge,0,0
SID_01863,658,TCP,5,734.6533427367287,None,0.4234355497009696,2,Safari,0,0
SID_01864,150,TCP,4,198.17704156512733,AES,0.13149401711445197,0,Unknown,0,1
SID_01865,760,UDP,2,407.91678221798986,AES,0.24662134809020916,0,Unknown,0,0
SID_01866,167,UDP,6,246.40669153254308,None,0.28791726419751096,0,Edge,0,0
SID_01867,706,UDP,7,477.2487278870952,AES,0.38853464043920666,3,Chrome,0,1
SID_01868,725,TCP,4,95.81670366653279,AES,0.11587212431539945,2,Chrome,0,1
SID_01869,281,TCP,4,289.36780113752826,None,0.25298894028268304,0,Chrome,1,0
SID_01870,417,TCP,1,58.847249128884805,AES,0.02864981602141817,3,Firefox,0,1
SID_01871,278,TCP,3,541.5545231205874,None,0.023411391090671006,0,Firefox,0,0
SID_01872,457,TCP,2,281.5582898268278,AES,0.16710904922543535,2,Firefox,0,0
SID_01873,438,TCP,5,713.88077440411,AES,0.4004873149310403,3,Chrome,0,1
SID_01874,655,UDP,7,487.7012440777988,AES,0.5515833844395108,2,Edge,0,1
SID_01875,762,TCP,6,223.61567657021752,None,0.24702953363885852,0,Chrome,0,0
SID_01876,779,TCP,4,86.9062185669321,DES,0.12445363393122996,2,Chrome,0,0
SID_01877,387,ICMP,3,1119.719923438189,AES,0.4252686984581754,1,Chrome,0,0
SID_01878,458,TCP,3,802.2037431718454,DES,0.33148309771731027,2,Chrome,0,0
SID_01879,163,TCP,5,26.787514809269357,AES,0.4336304968244265,1,Chrome,0,0
SID_01880,338,TCP,7,3634.9259882212395,DES,0.4931270786462593,2,Safari,1,1
SID_01881,692,TCP,3,822.8741706362838,AES,0.21573073226076567,1,Edge,0,0
SID_01882,823,TCP,6,185.72804925469453,None,0.6127446264134908,2,Firefox,0,1
SID_01883,253,TCP,4,1468.5534019180218,DES,0.06713260444676229,1,Edge,0,0
SID_01884,381,TCP,5,1710.3396749210624,None,0.46522678640397325,4,Chrome,0,1
SID_01885,494,TCP,4,682.0621600710793,DES,0.4331398292778587,3,Chrome,0,1
SID_01886,556,TCP,3,1734.2489632036977,DES,0.2911322132329095,1,Edge,0,0
SID_01887,338,UDP,8,23.684575734501788,DES,0.05649083907903306,2,Chrome,0,1
SID_01888,584,TCP,5,2322.7662472065554,DES,0.19084549745201976,2,Edge,0,0
SID_01889,405,UDP,8,47.12395302587219,AES,0.534987818480003,2,Edge,1,1
SID_01890,497,TCP,3,822.6499605786012,DES,0.021906191971115964,2,Safari,0,0
SID_01891,609,TCP,6,339.58946792353225,DES,0.30400375458905543,1,Chrome,0,0
SID_01892,501,UDP,5,32.08476029132795,AES,0.7335796071801985,0,Chrome,0,1
SID_01893,412,TCP,4,2119.3154638965657,AES,0.2578525482575753,0,Chrome,0,0
SID_01894,478,TCP,5,116.3514691713741,AES,0.2763050161594562,2,Chrome,0,0
SID_01895,482,TCP,3,1537.9184396403214,DES,0.2837145752070619,1,Chrome,0,0
SID_01896,425,TCP,1,320.7941104427692,AES,0.42325683626928035,2,Edge,0,0
SID_01897,448,UDP,5,1081.2485064398238,AES,0.5817317346883029,0,Chrome,0,1
SID_01898,819,UDP,3,234.6605499799153,AES,0.1261242407889776,2,Chrome,0,0
SID_01899,612,TCP,6,700.5681736433208,AES,0.7110252057720657,0,Chrome,1,1
SID_01900,440,TCP,5,1285.767546451565,AES,0.555271880127764,2,Edge,1,0
SID_01901,639,TCP,1,668.1001490800934,None,0.5489342999391544,1,Edge,0,1
SID_01902,433,ICMP,6,292.8638694612117,AES,0.4009794652805073,1,Chrome,0,0
SID_01903,734,UDP,1,212.66939249992612,DES,0.1926490950494956,0,Edge,0,0
SID_01904,573,UDP,9,153.7090241133782,None,0.43545652358840126,1,Chrome,0,1
SID_01905,478,TCP,6,1460.1497056767166,None,0.3613086237545991,2,Edge,1,0
SID_01906,589,UDP,4,755.2227624093947,DES,0.1635671309634911,2,Chrome,0,0
SID_01907,185,TCP,2,568.5243268077736,None,0.18030209911108092,4,Chrome,1,1
SID_01908,274,TCP,3,229.69851236401894,AES,0.08766559097954443,2,Chrome,0,0
SID_01909,261,UDP,4,454.9802713108133,DES,0.3534694172452822,2,Chrome,0,0
SID_01910,528,TCP,6,774.199460053306,None,0.34622250766853396,2,Chrome,0,0
SID_01911,846,ICMP,2,59.67682062716554,AES,0.15223238069929643,2,Firefox,0,0
SID_01912,946,TCP,2,357.9238523543123,AES,0.4994572649643031,3,Firefox,1,1
SID_01913,627,UDP,3,219.02717525327424,DES,0.26573266742421375,3,Safari,1,1
SID_01914,600,TCP,4,831.9311697429251,AES,0.17506346576594328,2,Unknown,0,1
SID_01915,139,TCP,1,745.669891357376,AES,0.4321389302464674,2,Chrome,0,0
SID_01916,391,TCP,3,284.6722277711354,None,0.3844749100859597,2,Chrome,0,0
SID_01917,342,TCP,3,34.01768620434416,AES,0.29674025887356553,0,Edge,0,0
SID_01918,375,TCP,2,161.50961536276094,AES,0.48904238921971815,1,Chrome,0,0
SID_01919,466,TCP,7,139.5418315145849,None,0.37287950470306946,1,Chrome,0,1
SID_01920,405,TCP,2,672.1943360143098,AES,0.4250257154387721,0,Chrome,0,0
SID_01921,104,TCP,8,148.38102025203136,None,0.3338429504389891,1,Unknown,0,1
SID_01922,649,TCP,5,526.7405733587312,AES,0.4886624894468309,2,Chrome,0,0
SID_01923,285,TCP,7,762.6311150124668,None,0.23790757451798544,2,Firefox,0,1
SID_01924,547,UDP,1,1693.3199451777618,None,0.17656507373357194,1,Chrome,0,0
SID_01925,914,UDP,2,224.85923011923325,AES,0.3019065088602367,3,Chrome,0,1
SID_01926,316,TCP,4,164.55036861955975,None,0.10356561416479065,1,Edge,0,0
SID_01927,64,TCP,4,152.20605081449082,DES,0.5406262464764913,1,Firefox,0,1
SID_01928,442,UDP,8,357.5664990603386,AES,0.3744879146567185,0,Edge,0,1
SID_01929,720,TCP,1,837.9883865575288,DES,0.6363948074491816,3,Chrome,0,1
SID_01930,891,TCP,2,891.4578476135473,AES,0.061330784265205225,4,Firefox,0,1
SID_01931,254,TCP,3,189.5525369287495,None,0.1930086054296294,3,Firefox,0,1
SID_01932,599,TCP,5,112.54466725344781,AES,0.05920925569073159,1,Unknown,0,1
SID_01933,406,TCP,5,476.34890264051666,AES,0.21404767874139732,0,Chrome,0,0
SID_01934,478,TCP,2,121.767249283306,DES,0.26475463475100325,1,Chrome,0,0
SID_01935,1028,TCP,3,1340.9783424938514,AES,0.07929238173282144,3,Firefox,0,1
SID_01936,199,TCP,7,70.08759883187935,DES,0.3673495684939096,4,Firefox,0,1
SID_01937,550,TCP,4,1115.7623221978931,AES,0.5879081086847454,0,Firefox,0,0
SID_01938,593,TCP,8,34.86724065542669,DES,0.20580920822480858,0,Chrome,1,1
SID_01939,717,TCP,4,1315.9862343357486,AES,0.4401488100248499,2,Chrome,0,0
SID_01940,519,TCP,3,789.2668632060925,None,0.5587139858434412,1,Chrome,0,0
SID_01941,561,UDP,5,311.3267569121166,DES,0.517867960092115,1,Chrome,0,0
SID_01942,421,TCP,7,416.05253849271963,AES,0.5838034385099325,0,Edge,0,1
SID_01943,553,TCP,5,895.7475820977038,AES,0.2635534516497795,1,Chrome,0,0
SID_01944,431,TCP,3,164.27055339312795,DES,0.12647962535657772,1,Edge,0,1
SID_01945,624,TCP,5,1768.1554752995871,AES,0.6199674103519319,2,Chrome,0,1
SID_01946,426,TCP,3,527.5952953544693,None,0.3025066557960681,0,Chrome,0,0
SID_01947,575,TCP,6,1142.1582010098175,AES,0.2982843569415143,2,Chrome,0,0
SID_01948,494,UDP,1,565.303771494332,None,0.25793808221359515,2,Edge,0,0
SID_01949,725,TCP,6,481.59173031097265,DES,0.27139898189705375,3,Edge,1,1
SID_01950,489,UDP,4,507.32254506865564,AES,0.4811201452210528,0,Chrome,1,0
SID_01951,145,TCP,1,360.94513669704514,None,0.6121069034066118,2,Chrome,1,1
SID_01952,752,ICMP,1,1055.6691428978647,None,0.2787222639627414,2,Chrome,1,1
SID_01953,318,UDP,3,1497.4344490106525,DES,0.39424325265749544,0,Chrome,0,0
SID_01954,369,ICMP,4,1541.4953867979596,AES,0.27744449912525476,2,Chrome,0,0
SID_01955,380,TCP,4,103.30893394595111,AES,0.07818377848553552,0,Unknown,0,1
SID_01956,774,TCP,5,1146.2658128025148,DES,0.17776549462189528,2,Chrome,0,0
SID_01957,72,UDP,3,178.46946204370383,AES,0.07223843518089079,1,Chrome,1,0
SID_01958,1127,UDP,8,9.802486949474947,DES,0.0512973852536761,0,Chrome,0,1
SID_01959,711,ICMP,5,257.773581409769,DES,0.3589714907752998,1,Chrome,0,0
SID_01960,544,TCP,8,277.23101770069474,DES,0.21097096490708356,2,Safari,0,1
SID_01961,489,UDP,4,1327.697264814373,DES,0.6170939096474721,1,Firefox,0,1
SID_01962,557,TCP,3,1085.0663845379581,AES,0.07403770101670816,1,Chrome,0,0
SID_01963,604,TCP,3,70.78923294998145,AES,0.18246149891998537,1,Chrome,0,0
SID_01964,629,TCP,4,315.5742102995149,DES,0.35736425520229875,3,Firefox,0,1
SID_01965,611,TCP,3,231.53336397129442,AES,0.2998699365317718,2,Unknown,0,0
SID_01966,517,UDP,5,723.9942115257463,AES,0.5207303346584922,1,Chrome,0,0
SID_01967,460,TCP,2,623.8568812705597,AES,0.19329742759161636,1,Chrome,0,0
SID_01968,469,TCP,4,908.834047217611,AES,0.41860080804977146,2,Edge,0,1
SID_01969,461,TCP,6,1932.8703293546241,DES,0.4259980233383907,4,Chrome,0,1
SID_01970,726,TCP,2,437.2638815514416,DES,0.16321681764492052,1,Chrome,0,0
SID_01971,618,TCP,4,853.5141979641592,AES,0.6320940732291296,3,Chrome,0,1
SID_01972,64,TCP,5,2004.2751818793222,DES,0.0717387882812307,2,Firefox,0,0
SID_01973,631,TCP,7,624.1511392327435,AES,0.09682274460094578,2,Chrome,0,1
SID_01974,538,UDP,2,294.8603570850271,DES,0.4543226532262834,2,Chrome,0,0
SID_01975,496,ICMP,4,412.5367472219006,None,0.3417664849450568,2,Chrome,0,0
SID_01976,422,TCP,3,1123.9371190853324,AES,0.20628141856790083,1,Chrome,0,0
SID_01977,724,TCP,3,1018.4044215884086,AES,0.27473971831338795,2,Chrome,0,0
SID_01978,689,TCP,7,1103.9807767999673,DES,0.3344691823468196,1,Chrome,0,1
SID_01979,345,UDP,8,1087.8680615593069,None,0.30471653903886475,3,Firefox,0,1
SID_01980,581,TCP,2,2025.1851146468198,AES,0.23268268038865603,3,Chrome,0,1
SID_01981,305,TCP,10,1155.1562228790417,AES,0.3047555587677386,1,Chrome,1,1
SID_01982,224,TCP,4,1547.2323808260596,None,0.3105098205808156,1,Chrome,0,0
SID_01983,374,ICMP,6,682.1114281617021,AES,0.2858693944034586,1,Chrome,0,1
SID_01984,672,TCP,3,826.6448699868228,AES,0.45039741012032486,2,Chrome,0,0
SID_01985,690,TCP,2,2746.6329131120942,DES,0.06961758794260402,1,Firefox,0,0
SID_01986,602,ICMP,3,1634.0303532902453,AES,0.15020267777316454,1,Chrome,0,0
SID_01987,645,TCP,6,1201.7601940783545,DES,0.30765948109221164,0,Chrome,1,0
SID_01988,603,UDP,3,925.4542091674415,DES,0.4549123363051682,1,Firefox,0,1
SID_01989,371,TCP,6,355.1796201786097,None,0.5160561582987703,3,Chrome,0,1
SID_01990,586,ICMP,4,635.4807469292047,AES,0.09817791908238804,2,Firefox,0,1
SID_01991,660,TCP,1,45.364807893829294,DES,0.06533315033371698,0,Chrome,1,0
SID_01992,650,UDP,6,430.51189365564335,DES,0.2887226428144187,0,Firefox,1,1
SID_01993,737,TCP,4,94.93351687825793,None,0.34391659941608055,3,Edge,0,1
SID_01994,641,UDP,1,1043.4457729187332,AES,0.3921124752892237,2,Firefox,0,0
SID_01995,570,TCP,2,1782.8555758312139,DES,0.14835165699152958,1,Edge,0,0
SID_01996,714,TCP,6,153.00879164171272,DES,0.07114460857065334,4,Edge,0,1
SID_01997,494,UDP,4,225.55446698332364,DES,0.34291837812388953,4,Chrome,0,1
SID_01998,323,TCP,6,1555.821910995,None,0.4372880924359461,5,Chrome,0,1
SID_01999,467,TCP,3,705.1872110920801,DES,0.44090149303207204,1,Firefox,0,0
SID_02000,351,TCP,3,709.985541123931,DES,0.15975674783719893,2,Firefox,0,1
SID_02001,364,UDP,4,662.0313643759084,DES,0.25971552340961973,2,Firefox,0,0
SID_02002,471,TCP,2,196.9872381261274,AES,0.06664329346772047,2,Edge,0,0
SID_02003,341,UDP,3,223.033911968344,AES,0.3268841695105474,1,Chrome,0,0
SID_02004,438,TCP,1,2390.8959486984995,AES,0.1306290975810202,1,Firefox,0,0
SID_02005,121,TCP,3,1028.3492118919962,DES,0.09512236167178711,1,Firefox,0,0
SID_02006,542,TCP,4,75.83060144346663,AES,0.17171067128358913,2,Firefox,0,0
SID_02007,500,TCP,1,201.78838985217814,DES,0.6708318883040316,1,Safari,0,1
SID_02008,336,TCP,3,789.1892924540414,AES,0.06023044090867977,2,Chrome,0,1
SID_02009,631,TCP,1,266.66297946461214,DES,0.11865460551379113,2,Edge,0,1
SID_02010,687,TCP,4,231.99703162383813,AES,0.3572866165899333,2,Edge,0,0
SID_02011,178,ICMP,4,180.86628648085428,AES,0.16238958240144044,3,Chrome,0,1
SID_02012,347,TCP,8,164.36753662610076,AES,0.12490361265876594,0,Firefox,0,1
SID_02013,346,TCP,5,760.1481339709605,None,0.1775471377009152,1,Firefox,1,0
SID_02014,312,TCP,5,1890.2828255954014,AES,0.7352293816895316,1,Chrome,0,1
SID_02015,665,TCP,3,358.44575461388166,AES,0.4920799022946465,2,Chrome,0,0
SID_02016,461,TCP,5,103.63932990655391,None,0.34767295330852643,1,Chrome,0,1
SID_02017,447,TCP,5,106.18476947046416,AES,0.5408376755731232,3,Chrome,0,1
SID_02018,99,UDP,2,2170.728090625344,DES,0.33810464613395064,1,Unknown,0,1
SID_02019,627,TCP,3,601.8685800237678,None,0.19412297710847515,1,Chrome,0,0
SID_02020,252,TCP,3,502.31539775708666,DES,0.6220742955163605,2,Firefox,0,1
SID_02021,511,TCP,5,1771.2290410466032,DES,0.2570096551010792,0,Chrome,1,0
SID_02022,555,TCP,3,565.9801704206527,AES,0.19908664477934682,2,Chrome,0,0
SID_02023,772,TCP,4,524.0630785271446,DES,0.3696440581179728,2,Firefox,0,0
SID_02024,238,TCP,4,2090.037853010099,None,0.36235652010297986,1,Firefox,0,0
SID_02025,64,TCP,4,514.6618437865026,None,0.4970784749206985,1,Firefox,0,0
SID_02026,536,TCP,5,396.6984786635998,DES,0.17609265829573173,2,Chrome,0,1
SID_02027,860,UDP,3,697.172700978288,AES,0.2172860950230242,2,Edge,0,0
SID_02028,747,TCP,3,3025.902929764397,None,0.5066180678881079,2,Chrome,0,0
SID_02029,541,TCP,5,2655.5990111424912,AES,0.18856951200344885,2,Safari,0,0
SID_02030,401,TCP,7,1195.4650897089305,AES,0.2519200050831235,1,Firefox,1,1
SID_02031,661,TCP,7,553.3679459766693,AES,0.1560048605587536,0,Edge,0,1
SID_02032,305,TCP,4,1706.0153875872331,AES,0.4116783329649334,1,Chrome,0,0
SID_02033,595,TCP,2,434.93112842196496,DES,0.3327078643609809,2,Firefox,0,0
SID_02034,601,UDP,5,817.6389383967515,AES,0.2716980563462115,2,Chrome,1,0
SID_02035,712,TCP,5,158.2017693716261,AES,0.5766818976275779,3,Edge,0,1
SID_02036,1051,TCP,4,866.0832378532724,AES,0.1977592940204175,1,Edge,0,0
SID_02037,578,TCP,4,258.48815212408186,AES,0.3619996364815966,2,Chrome,0,0
SID_02038,398,TCP,5,1181.8614581620363,DES,0.38975576782114807,0,Chrome,0,0
SID_02039,494,TCP,4,427.60322113528144,DES,0.3870927747327053,1,Chrome,0,1
SID_02040,146,TCP,1,406.5430165482656,DES,0.31706371988513987,0,Edge,0,0
SID_02041,361,TCP,4,1098.1582435513387,DES,0.18965740417086097,1,Chrome,0,0
SID_02042,418,TCP,3,443.15163749080995,AES,0.5921717030304028,2,Safari,0,0
SID_02043,395,TCP,6,1001.4705173189764,DES,0.5039419955071291,3,Chrome,0,1
SID_02044,530,UDP,4,1545.1790244072072,DES,0.8210666889327615,3,Unknown,0,1
SID_02045,335,TCP,5,117.75997271734562,AES,0.11205591604144495,0,Chrome,0,0
SID_02046,724,TCP,4,521.6395011148342,AES,0.10499888790471766,2,Chrome,0,1
SID_02047,500,UDP,2,2319.051870129164,AES,0.15820041599175066,2,Chrome,0,0
SID_02048,498,UDP,3,1337.823159551812,AES,0.20131127284166006,2,Unknown,0,0
SID_02049,434,UDP,3,2907.8847980549212,AES,0.2625544801615646,1,Chrome,0,0
SID_02050,531,TCP,5,1574.6548397132483,AES,0.664979018681813,1,Edge,0,1
SID_02051,665,UDP,9,297.1058470731925,AES,0.39029828998982374,0,Chrome,0,1
SID_02052,326,TCP,4,157.93445595907076,AES,0.45413484357537,1,Chrome,0,0
SID_02053,368,TCP,5,189.12671777614787,AES,0.3854071267492174,1,Edge,0,0
SID_02054,439,TCP,6,195.5884834240461,AES,0.7150060602358965,2,Chrome,0,1
SID_02055,230,UDP,6,63.00636885841505,DES,0.42280749403557605,2,Firefox,0,0
SID_02056,336,TCP,6,1898.363926570176,AES,0.3326422452288726,1,Chrome,0,0
SID_02057,404,TCP,4,558.6059152512697,None,0.16020642351709505,1,Edge,0,0
SID_02058,674,TCP,11,85.41916484270273,None,0.5046119713084739,3,Firefox,0,1
SID_02059,552,TCP,6,1150.5472580006822,DES,0.23316096104813613,0,Firefox,0,0
SID_02060,538,UDP,3,315.1938173272051,AES,0.49423577403645375,0,Edge,0,0
SID_02061,670,TCP,1,58.949532313328746,None,0.46663835013726723,0,Chrome,0,0
SID_02062,472,TCP,8,168.33642429255062,AES,0.18634660746974588,1,Chrome,0,1
SID_02063,578,UDP,1,857.3032854338237,AES,0.11492950137658493,2,Chrome,0,0
SID_02064,479,TCP,6,1263.9277374509118,DES,0.47486900948668814,2,Firefox,0,0
SID_02065,553,TCP,2,234.07712701955415,AES,0.4300044591948838,0,Chrome,0,0
SID_02066,383,UDP,3,688.4166924100587,DES,0.1021648555003903,1,Chrome,0,0
SID_02067,64,UDP,7,0.698350970196963,DES,0.15599156599271327,0,Chrome,0,1
SID_02068,473,UDP,4,261.01355762785244,AES,0.12343895098143538,0,Chrome,1,0
SID_02069,784,TCP,3,160.35631358762552,AES,0.3714636928205795,1,Chrome,1,0
SID_02070,685,TCP,9,63.707627486204444,None,0.3241521618759083,1,Chrome,0,1
SID_02071,693,TCP,2,529.1564992213112,DES,0.5593254677883661,1,Chrome,0,0
SID_02072,747,TCP,2,797.600545153021,AES,0.0818792074501697,2,Chrome,1,0
SID_02073,517,TCP,3,37.98894884651172,DES,0.22686515654815742,2,Chrome,0,0
SID_02074,539,TCP,3,118.69901924286009,AES,0.34665377215726,3,Chrome,1,1
SID_02075,376,UDP,3,2154.0310468858033,None,0.24844922482211895,2,Safari,0,1
SID_02076,436,TCP,6,201.9681347710942,AES,0.5330651289043523,1,Edge,0,0
SID_02077,623,TCP,6,1141.6522407347936,None,0.1718798974411585,1,Chrome,0,0
SID_02078,740,TCP,10,1101.8201094794836,None,0.2857031544886955,2,Chrome,0,1
SID_02079,472,TCP,2,310.39392187925796,None,0.372837964479808,1,Firefox,0,1
SID_02080,409,ICMP,3,182.64236981802475,AES,0.2693208832703737,1,Chrome,0,0
SID_02081,500,TCP,1,223.71879973698591,None,0.38541449469304245,1,Safari,0,0
SID_02082,620,TCP,3,667.5823816044341,AES,0.4142212894214345,2,Chrome,0,0
SID_02083,211,TCP,3,383.92555056247085,AES,0.07920823187578166,0,Chrome,0,0
SID_02084,64,TCP,5,547.4535984775703,AES,0.4676401368467359,2,Chrome,0,0
SID_02085,389,TCP,3,1335.403342292576,DES,0.20940424339844374,0,Chrome,0,0
SID_02086,255,UDP,3,558.2004234584857,DES,0.17916842332877767,2,Firefox,0,0
SID_02087,398,TCP,2,4276.147029902945,DES,0.05806413315951835,0,Chrome,0,0
SID_02088,470,TCP,3,876.8934531225676,None,0.07671206424569679,2,Firefox,0,0
SID_02089,409,TCP,2,185.7955291623067,AES,0.5407679807598171,3,Edge,0,1
SID_02090,790,UDP,7,553.7481661206581,AES,0.6255479042699568,2,Firefox,0,1
SID_02091,565,UDP,2,1343.1063744712858,DES,0.31232566902443315,3,Chrome,1,1
SID_02092,560,TCP,7,197.02896582828146,DES,0.14638054311089718,1,Chrome,1,1
SID_02093,624,TCP,5,1045.7563038091118,AES,0.5630848530509588,1,Firefox,0,0
SID_02094,272,UDP,5,27.216999505163507,None,0.053669451283029766,1,Chrome,0,0
SID_02095,707,UDP,2,2286.6404373050136,AES,0.28334420709420927,3,Edge,0,1
SID_02096,484,UDP,1,870.9970924628017,DES,0.44609819680820645,0,Chrome,0,0
SID_02097,634,UDP,6,141.93437129747278,AES,0.19233384465859713,0,Chrome,0,0
SID_02098,285,TCP,5,1659.0519963580934,AES,0.1097019568334526,0,Chrome,0,1
SID_02099,189,TCP,4,68.2900565721355,None,0.15395079907612758,1,Chrome,1,0
SID_02100,663,UDP,5,416.60510155888664,AES,0.08229125056305095,1,Edge,0,0
SID_02101,575,UDP,5,1068.3269122055945,None,0.20971442909065316,1,Chrome,0,0
SID_02102,319,TCP,4,2216.876699922645,AES,0.58512384357917,2,Safari,1,0
SID_02103,326,TCP,2,343.1633843590764,DES,0.27867659259883876,1,Chrome,0,1
SID_02104,725,ICMP,4,1419.9748909823804,DES,0.1144341885756438,1,Edge,0,0
SID_02105,262,TCP,5,175.2736733227103,AES,0.1969810022519751,1,Chrome,0,1
SID_02106,828,UDP,4,28.59324510050765,None,0.2131710742399076,1,Chrome,0,0
SID_02107,319,TCP,4,23.34614861882958,AES,0.2146674657513265,1,Chrome,0,0
SID_02108,627,TCP,2,858.7545428327335,DES,0.14484621914322995,1,Chrome,0,0
SID_02109,434,TCP,2,133.98479350461133,None,0.4047674326955314,1,Firefox,1,1
SID_02110,620,TCP,3,41.30778562268438,AES,0.15123148346628873,2,Edge,0,0
SID_02111,391,TCP,5,3009.074989413372,DES,0.16361801326478081,3,Firefox,0,1
SID_02112,467,TCP,1,221.67046288179887,AES,0.20634629047074518,2,Unknown,0,0
SID_02113,508,UDP,3,496.7423102406801,AES,0.5614098235300413,3,Safari,0,1
SID_02114,299,ICMP,5,759.6322157944295,AES,0.035122356348218024,1,Chrome,0,0
SID_02115,648,TCP,1,124.81423829561402,None,0.37483022356761636,1,Firefox,0,0
SID_02116,397,TCP,3,353.49856244580803,AES,0.17099160112203493,1,Chrome,1,0
SID_02117,454,TCP,6,834.6332981040147,AES,0.5843839552878819,3,Chrome,0,1
SID_02118,301,TCP,1,816.7916564677183,None,0.5446220172616233,1,Edge,0,0
SID_02119,64,TCP,3,1476.4184202200465,AES,0.1018522773264954,2,Chrome,0,1
SID_02120,461,TCP,4,460.1810056685142,DES,0.26314452154564033,2,Firefox,0,1
SID_02121,982,TCP,1,1764.5672794309776,DES,0.4701380005959133,3,Chrome,0,1
SID_02122,656,TCP,7,917.0481332032052,DES,0.444219253174637,1,Chrome,0,1
SID_02123,496,TCP,4,660.6212547674085,AES,0.41857460110867895,1,Chrome,0,0
SID_02124,447,UDP,1,99.66803702871357,DES,0.16148413897724812,2,Chrome,0,1
SID_02125,504,TCP,8,683.9757402511646,None,0.23001938465650434,1,Chrome,0,1
SID_02126,609,UDP,3,722.4469656287838,AES,0.30698995058694284,3,Edge,0,1
SID_02127,263,UDP,2,1137.7175882865592,AES,0.2205215127371987,3,Chrome,0,1
SID_02128,722,ICMP,5,1015.9165073835485,None,0.2738278801263241,1,Firefox,0,0
SID_02129,643,UDP,3,603.9843308503029,AES,0.1504016325530823,0,Chrome,0,0
